customer_id,recency,frequency,monetary,avg_purchase_value,avg_time_on_site,avg_clicks,recency_score,frequency_score,monetary_score,rfm_score,rfm_value,cluster,segment,segment_description
25448,10,1,65.36,65.36,12.2,11.0,1,2,2,122,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25450,3,1,962.85,962.85,11.5,69.0,4,2,5,425,11,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25451,1,3,437.04,145.68,20.366666666666664,6.666666666666667,5,5,5,555,15,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25453,8,1,212.5,212.5,22.8,13.0,2,2,3,223,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25456,1,2,183.86,91.93,20.35,11.5,5,5,3,553,13,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25458,7,1,338.04,338.04,22.9,27.0,3,2,4,324,9,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25463,8,1,5.62,5.62,2.7,6.0,2,2,1,221,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25467,9,1,69.6,69.6,25.3,9.0,1,2,2,122,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25469,5,1,83.14,83.14,11.7,8.0,3,2,2,322,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25473,7,1,49.22,49.22,36.4,7.0,3,2,1,321,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25478,5,2,286.32,143.16,7.85,8.5,3,5,4,354,12,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
25479,9,1,73.45,73.45,7.6,7.0,1,2,2,122,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25480,4,1,41.61,41.61,24.5,9.0,4,2,1,421,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25482,7,2,520.64,260.32,20.9,17.5,3,5,5,355,13,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
25485,8,1,58.21,58.21,20.5,11.0,2,2,2,222,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25491,9,1,158.97,158.97,33.3,9.0,1,2,3,123,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25492,9,1,118.28,118.28,35.2,12.0,1,2,2,122,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25496,1,1,76.6,76.6,41.5,11.0,5,2,2,522,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25499,4,1,338.14,338.14,47.3,17.0,4,2,4,424,10,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25501,1,1,215.73,215.73,32.8,24.0,5,2,3,523,10,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25508,7,2,717.42,358.71,27.5,29.0,3,5,5,355,13,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
25513,7,1,84.03,84.03,34.6,14.0,3,2,2,322,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25514,3,1,23.81,23.81,18.6,7.0,4,2,1,421,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25516,3,1,3.0,3.0,9.5,6.0,4,2,1,421,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25517,7,1,2.92,2.92,5.2,6.0,3,2,1,321,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25520,7,1,205.71,205.71,6.2,7.0,3,2,3,323,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25521,5,1,17.44,17.44,10.7,8.0,3,2,1,321,6,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25522,8,1,178.79,178.79,13.7,11.0,2,2,3,223,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25524,1,1,85.42,85.42,7.2,13.0,5,2,2,522,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25526,7,1,88.03,88.03,31.1,12.0,3,2,2,322,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25529,1,1,154.49,154.49,22.8,12.0,5,2,3,523,10,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25531,7,1,65.4,65.4,20.8,7.0,3,2,2,322,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25533,1,1,156.77,156.77,19.1,12.0,5,2,3,523,10,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25536,8,1,284.36,284.36,37.7,12.0,2,2,4,224,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25543,1,1,289.26,289.26,21.4,12.0,5,2,4,524,11,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25544,7,1,245.87,245.87,14.1,7.0,3,2,4,324,9,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25546,1,1,0.78,0.78,33.9,6.0,5,2,1,521,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25551,7,2,237.63,118.815,31.5,11.5,3,5,4,354,12,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
25554,7,1,117.0,117.0,38.0,11.0,3,2,2,322,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25556,2,1,52.68,52.68,553.0,10.0,5,2,1,521,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25557,2,1,88.5,88.5,532.0,7.0,5,2,2,522,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25561,7,1,255.4,255.4,33.3,0.0,3,2,4,324,9,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25568,7,3,786.5600000000001,262.18666666666667,44.833333333333336,16.0,3,5,5,355,13,3,Champions,"Best customers - Buy frequently, spend the most, and purchased recently"
25572,9,1,498.47,498.47,27.8,49.0,1,2,5,125,8,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25573,7,2,166.0,83.0,21.4,12.5,3,5,3,353,11,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
25579,9,1,230.7,230.7,26.7,19.0,1,2,3,123,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25580,4,1,164.35,164.35,9.6,13.0,4,2,3,423,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25583,7,1,143.25,143.25,16.5,14.0,3,2,3,323,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25585,7,1,540.03,540.03,59.3,38.0,3,2,5,325,10,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25586,7,1,540.77,540.77,26.3,33.0,3,2,5,325,10,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25594,1,1,37.41,37.41,41.6,9.0,5,2,1,521,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25596,3,1,57.93,57.93,11.8,9.0,4,2,2,422,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25597,5,1,19.85,19.85,3.3,6.0,3,2,1,321,6,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25599,6,1,209.16,209.16,76.8,21.0,3,2,3,323,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25602,3,2,146.26999999999998,73.13499999999999,45.55,10.0,4,5,3,453,12,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25606,1,1,182.96,182.96,27.5,7.0,5,2,3,523,10,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25607,8,1,538.45,538.45,13.1,34.0,2,2,5,225,9,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25610,4,1,106.46,106.46,8.8,7.0,4,2,2,422,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25611,4,2,109.1,54.55,8.85,7.5,4,5,2,452,11,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25614,5,1,159.98,159.98,16.4,7.0,3,2,3,323,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25624,10,1,118.54,118.54,20.3,8.0,1,2,2,122,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25626,10,2,1036.0,518.0,38.4,38.5,1,5,5,155,11,3,Champions,"Best customers - Buy frequently, spend the most, and purchased recently"
25627,3,1,12.41,12.41,11.1,7.0,4,2,1,421,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25628,7,1,186.32,186.32,23.7,10.0,3,2,3,323,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25629,5,1,153.67,153.67,41.8,9.0,3,2,3,323,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25630,3,1,19.31,19.31,2.8,6.0,4,2,1,421,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25640,4,1,176.94,176.94,11.7,6.0,4,2,3,423,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25646,2,2,320.28,160.14,265.6,13.0,5,5,4,554,14,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25651,10,1,27.67,27.67,9.3,7.0,1,2,1,121,4,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25653,2,1,263.08,263.08,570.0,13.0,5,2,4,524,11,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25658,10,1,236.6,236.6,27.1,8.0,1,2,4,124,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25661,9,1,788.29,788.29,76.4,77.0,1,2,5,125,8,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25662,10,1,399.03,399.03,41.8,8.0,1,2,4,124,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25668,2,1,77.2,77.2,565.0,11.0,5,2,2,522,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25669,7,2,492.85,246.425,31.8,13.0,3,5,5,355,13,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
25670,7,1,27.03,27.03,6.1,6.0,3,2,1,321,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25671,10,1,64.6,64.6,12.4,7.0,1,2,2,122,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25676,1,2,471.74,235.87,15.75,21.5,5,5,5,555,15,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25677,2,2,519.27,259.635,271.0,21.5,5,5,5,555,15,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25679,7,2,258.14,129.07,57.65,11.5,3,5,4,354,12,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
25681,1,1,422.46,422.46,50.6,9.0,5,2,5,525,12,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25682,7,1,655.57,655.57,55.4,29.0,3,2,5,325,10,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25684,4,1,182.15,182.15,14.1,11.0,4,2,3,423,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25685,8,1,7.56,7.56,36.1,6.0,2,2,1,221,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25687,2,2,939.47,469.735,286.7,33.5,5,5,5,555,15,3,Champions,"Best customers - Buy frequently, spend the most, and purchased recently"
25688,7,1,500.33,500.33,33.0,39.0,3,2,5,325,10,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25689,1,1,267.74,267.74,12.1,12.0,5,2,4,524,11,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25690,7,1,130.28,130.28,11.2,9.0,3,2,3,323,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25693,8,1,21.52,21.52,12.5,8.0,2,2,1,221,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25695,10,1,998.33,998.33,33.7,75.0,1,2,5,125,8,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25698,9,1,144.68,144.68,20.9,10.0,1,2,3,123,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25700,5,1,39.06,39.06,9.2,8.0,3,2,1,321,6,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25701,8,1,39.4,39.4,11.8,8.0,2,2,1,221,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25702,2,2,237.23000000000002,118.61500000000001,306.3,7.5,5,5,4,554,14,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25703,4,1,317.51,317.51,29.9,25.0,4,2,4,424,10,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25706,7,1,377.71,377.71,35.5,34.0,3,2,4,324,9,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25708,7,1,17.46,17.46,3.0,7.0,3,2,1,321,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25711,7,1,207.42,207.42,25.4,12.0,3,2,3,323,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25714,1,1,84.86,84.86,12.6,13.0,5,2,2,522,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25729,9,1,167.84,167.84,17.6,0.0,1,2,3,123,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25732,4,1,74.94,74.94,11.8,13.0,4,2,2,422,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25734,7,2,249.14,124.57,19.45,17.0,3,5,4,354,12,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
25735,7,2,342.14000000000004,171.07000000000002,18.9,9.5,3,5,4,354,12,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
25736,2,1,9.79,9.79,519.0,6.0,5,2,1,521,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25740,8,1,38.24,38.24,5.3,8.0,2,2,1,221,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25744,7,1,718.58,718.58,59.7,52.0,3,2,5,325,10,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25746,1,1,161.14,161.14,47.7,11.0,5,2,3,523,10,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25751,7,1,176.21,176.21,42.0,13.0,3,2,3,323,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25754,1,1,34.51,34.51,11.8,8.0,5,2,1,521,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25760,5,2,324.96,162.48,27.799999999999997,18.0,3,5,4,354,12,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
25766,7,2,823.64,411.82,61.800000000000004,35.5,3,5,5,355,13,3,Champions,"Best customers - Buy frequently, spend the most, and purchased recently"
25767,2,2,214.81,107.405,264.25,7.5,5,5,3,553,13,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25769,4,3,82.32999999999998,27.443333333333328,10.200000000000001,7.333333333333333,4,5,2,452,11,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25770,2,1,148.5,148.5,596.0,13.0,5,2,3,523,10,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25774,2,2,230.25,115.125,271.45,15.5,5,5,3,553,13,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25775,3,2,172.41,86.205,13.2,8.5,4,5,3,453,12,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25777,4,1,288.66,288.66,35.7,17.0,4,2,4,424,10,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25781,1,1,179.6,179.6,17.9,23.0,5,2,3,523,10,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25783,2,1,772.74,772.74,637.0,81.0,5,2,5,525,12,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25786,4,1,95.33,95.33,8.7,8.0,4,2,2,422,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25789,2,3,474.74,158.24666666666667,183.76666666666665,19.333333333333332,5,5,5,555,15,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25793,7,1,183.45,183.45,16.9,21.0,3,2,3,323,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25794,7,1,224.45,224.45,27.5,12.0,3,2,3,323,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25795,5,1,75.7,75.7,7.6,8.0,3,2,2,322,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25796,1,1,95.36,95.36,28.3,11.0,5,2,2,522,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25799,7,1,3.35,3.35,25.4,6.0,3,2,1,321,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25802,2,1,84.78,84.78,589.0,6.0,5,2,2,522,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25803,7,1,95.65,95.65,28.4,7.0,3,2,2,322,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25806,7,1,12.54,12.54,25.3,7.0,3,2,1,321,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25808,7,1,16.23,16.23,22.5,7.0,3,2,1,321,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25809,1,1,59.21,59.21,52.6,11.0,5,2,2,522,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25810,7,1,614.12,614.12,66.1,29.0,3,2,5,325,10,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25814,1,1,112.38,112.38,23.9,17.0,5,2,2,522,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25815,2,3,252.48,84.16,202.66666666666666,12.666666666666666,5,5,4,554,14,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25818,3,1,0.29,0.29,14.5,6.0,4,2,1,421,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25819,2,1,27.17,27.17,594.0,8.0,5,2,1,521,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25821,2,1,24.41,24.41,572.0,8.0,5,2,1,521,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25825,7,1,50.95,50.95,7.7,10.0,3,2,1,321,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25828,2,2,172.61,86.305,255.15,13.0,5,5,3,553,13,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25829,2,1,122.73,122.73,602.0,8.0,5,2,2,522,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25832,3,1,305.37,305.37,22.9,26.0,4,2,4,424,10,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25833,2,2,214.89,107.445,563.0,14.0,5,5,3,553,13,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25834,4,1,517.13,517.13,59.6,24.0,4,2,5,425,11,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25835,7,1,354.61,354.61,24.2,34.0,3,2,4,324,9,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25838,3,1,39.95,39.95,18.8,8.0,4,2,1,421,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25839,7,2,666.48,333.24,47.55,34.5,3,5,5,355,13,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
25847,1,2,630.1700000000001,315.08500000000004,29.049999999999997,21.0,5,5,5,555,15,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25850,7,2,390.73,195.365,24.7,16.5,3,5,4,354,12,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
25852,5,2,455.67,227.835,36.75,8.0,3,5,5,355,13,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
25855,2,1,100.96,100.96,511.0,6.0,5,2,2,522,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25856,3,2,779.03,389.515,50.900000000000006,13.0,4,5,5,455,14,3,Champions,"Best customers - Buy frequently, spend the most, and purchased recently"
25858,7,2,348.42,174.21,15.2,15.5,3,5,4,354,12,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
25861,4,2,168.63,84.315,38.0,8.0,4,5,3,453,12,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25866,2,1,79.44,79.44,537.0,10.0,5,2,2,522,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25868,4,1,14.68,14.68,19.7,7.0,4,2,1,421,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25871,8,1,182.77,182.77,22.8,13.0,2,2,3,223,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25872,4,2,322.4,161.2,18.95,19.5,4,5,4,454,13,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25873,5,2,1495.03,747.515,42.3,45.5,3,5,5,355,13,3,Champions,"Best customers - Buy frequently, spend the most, and purchased recently"
25874,4,3,529.39,176.46333333333334,23.366666666666664,13.333333333333334,4,5,5,455,14,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25875,7,1,42.29,42.29,3.0,9.0,3,2,1,321,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25887,9,1,27.99,27.99,7.6,9.0,1,2,1,121,4,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25888,8,1,0.56,0.56,37.7,6.0,2,2,1,221,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25889,5,1,248.11,248.11,18.6,18.0,3,2,4,324,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25891,3,2,102.53999999999999,51.269999999999996,14.95,8.0,4,5,2,452,11,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25914,7,2,600.42,300.21,28.65,23.5,3,5,5,355,13,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
25916,7,1,326.1,326.1,36.8,12.0,3,2,4,324,9,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25918,8,1,206.02,206.02,39.9,12.0,2,2,3,223,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25922,9,1,596.68,596.68,65.0,6.0,1,2,5,125,8,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25929,3,2,385.61,192.805,28.6,19.0,4,5,4,454,13,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25932,5,2,381.35,190.675,20.75,13.5,3,5,4,354,12,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
25933,2,1,85.32,85.32,573.0,9.0,5,2,2,522,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25941,5,1,139.21,139.21,20.0,7.0,3,2,3,323,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25943,7,1,587.72,587.72,61.6,48.0,3,2,5,325,10,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25945,7,2,1744.62,872.31,11.3,66.0,3,5,5,355,13,3,Champions,"Best customers - Buy frequently, spend the most, and purchased recently"
25947,7,1,91.54,91.54,14.3,15.0,3,2,2,322,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25948,7,1,12.91,12.91,22.4,6.0,3,2,1,321,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25949,9,1,18.69,18.69,4.8,7.0,1,2,1,121,4,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25950,2,1,20.06,20.06,544.0,8.0,5,2,1,521,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25953,3,1,55.91,55.91,21.2,11.0,4,2,1,421,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25955,4,2,421.72,210.86,35.0,16.5,4,5,5,455,14,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
25957,2,1,5.08,5.08,526.0,6.0,5,2,1,521,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25962,9,1,176.76,176.76,22.5,11.0,1,2,3,123,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25963,3,1,217.66,217.66,7.4,26.0,4,2,3,423,9,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25966,1,5,759.02,151.804,124.81999999999998,13.6,5,5,5,555,15,3,Champions,"Best customers - Buy frequently, spend the most, and purchased recently"
25967,10,1,27.12,27.12,20.0,7.0,1,2,1,121,4,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25969,10,1,211.83,211.83,40.4,10.0,1,2,3,123,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25974,5,1,408.19,408.19,48.1,41.0,3,2,4,324,9,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25976,3,1,19.0,19.0,13.0,7.0,4,2,1,421,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25979,1,1,399.99,399.99,26.3,45.0,5,2,4,524,11,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25981,1,2,744.1,372.05,30.7,16.0,5,5,5,555,15,3,Champions,"Best customers - Buy frequently, spend the most, and purchased recently"
25993,10,1,63.46,63.46,23.6,8.0,1,2,2,122,5,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25994,7,1,357.54,357.54,43.8,38.0,3,2,4,324,9,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25997,3,1,102.16,102.16,16.9,10.0,4,2,2,422,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
25998,8,1,107.2,107.2,22.1,14.0,2,2,2,222,6,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
25999,3,1,24.29,24.29,20.0,7.0,4,2,1,421,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
26000,7,1,338.27,338.27,89.1,26.0,3,2,4,324,9,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
26003,1,1,495.67,495.67,40.4,13.0,5,2,5,525,12,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
26005,4,1,20.78,20.78,29.4,7.0,4,2,1,421,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
26006,7,1,191.37,191.37,13.1,9.0,3,2,3,323,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
26009,7,1,294.44,294.44,23.0,30.0,3,2,4,324,9,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
26010,1,2,381.73,190.865,320.8,17.5,5,5,4,554,14,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
26012,7,1,105.17,105.17,31.6,16.0,3,2,2,322,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
26017,7,1,441.81,441.81,62.5,20.0,3,2,5,325,10,1,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
26021,6,2,469.18,234.59,28.700000000000003,19.0,3,5,5,355,13,0,Loyal Customers,Consistent buyers with high spending - Great for retention programs
26023,4,1,59.33,59.33,9.2,11.0,4,2,2,422,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
26026,3,1,41.02,41.02,14.8,7.0,4,2,1,421,7,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
26030,4,1,67.39,67.39,46.6,7.0,4,2,2,422,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
26035,1,1,7.08,7.08,2.4,6.0,5,2,1,521,8,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
26041,8,1,376.88,376.88,28.6,37.0,2,2,4,224,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
26043,4,2,18.77,9.385,20.75,7.0,4,5,1,451,10,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
26044,9,1,46.1,46.1,8.6,10.0,1,2,1,121,4,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
26052,8,1,356.64,356.64,52.4,28.0,2,2,4,224,8,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
26054,2,2,518.13,259.065,268.5,11.0,5,5,5,555,15,5,Occasional Buyers,Average customers - Opportunity for targeted campaigns
26055,8,1,210.93,210.93,22.1,24.0,2,2,3,223,7,4,At Risk,Previously good customers who haven't purchased recently - Need re-engagement
26057,5,1,27.78,27.78,19.7,7.0,3,2,1,321,6,2,New Customers,Recent buyers with few purchases - Focus on onboarding and retention
